"DATE_GR_PA_PAnewWindow;[2010,1,31,15,8,11]"	year	month	day	secs1970	dODdt_peak_start_time	dODdt_peak_max_time	dODdt_peak_finish_time	dODdt_max_val	GR_secs	PA_newWindow
2173-GlobalL_GL2_32__YCR014C__HS;1;1;3	2011	8	30	1314662400	8770	9968	18740	0.234877	5305.961856	0.009881
2176-GlobalL_GL2_32__YMR190C__HS;1;1;3	2011	8	30	1314662400	8770	9968	18740	0.215315	5788.021573	-0.002936
2181-GlobalL_GL2_32__YDR121W__HS;1;1;3	2011	8	30	1314662400	11263	11263	22432	0.214505	5785.405944	-0.001329
2211-GlobalL_GL2_32__YDL127W__HS;1;1;3	2011	8	30	1314662400	9968	9968	19941	0.225562	5526.757967	0.127562
2215-GlobalL_GL2_32__YHR071W__HS;1;1;3	2011	8	30	1314662400	9968	9968	19941	0.223955	5566.406526	0.00627
2217-GlobalL_GL2_32__YBR067C__HS;1;1;3	2011	8	30	1314662400	11263	11263	22432	0.199722	6213.643784	0.485845
2222-GlobalL_GL2_32__YLR383W__HS;1;1;3	2011	8	30	1314662400	8770	9968	18740	0.226622	5499.254043	0.034305
2233-GlobalL_GL2_32__YDR092W__HS;1;1;3	2011	8	30	1314662400	9968	9968	19941	0.217012	5744.49138	0.094337
2241-GlobalL_GL2_32__YDR510W__HS;1;1;3	2011	8	30	1314662400	9968	9968	19941	0.211505	5894.075257	0.125986
2194-GlobalL_GL2_33__YDR013W__HS;1;1;3	2011	8	30	1314662400	8770	9968	18740	0.212367	5868.377403	0.001078
2195-GlobalL_GL2_33__YDL008W__HS;1;1;3	2011	8	30	1314662400	8770	9968	18740	0.221688	5621.634017	0.050419
2209-GlobalL_GL2_33__YPR119W__HS;1;1;3	2011	8	30	1314662400	9968	9968	19941	0.227037	5490.838307	0.062874
2246-GlobalL_GL3_31__YEL040W__HS;1;1;3	2011	8	30	1314662400	8770	9968	18740	0.224927	5540.686057	0.497848
2247-GlobalL_GL3_31__YAL041W__HS;1;1;3	2011	8	30	1314662400	8770	8770	18740	0.205318	6069.85965	0.072819
2248-GlobalL_GL3_31__YLR229C__HS;1;1;3	2011	8	30	1314662400	8770	9968	18740	0.228904	5444.423287	0.088972
2249-GlobalL_GL3_31__YFL039C__HS;1;1;3	2011	8	30	1314662400	8770	8770	18740	0.208272	5983.762583	0.354259
2250-GlobalL_GL3_31__YIL034C__HS;1;1;3	2011	8	30	1314662400	11263	11263	22432	0.212476	5840.64714	0.060538
2251-GlobalL_GL3_31__YKL007W__HS;1;1;3	2011	8	30	1314662400	8770	9968	18740	0.220591	5649.596894	0.085894
2252-GlobalL_GL3_31__YAL029C__HS;1;1;3	2011	8	30	1314662400	8770	9968	18740	0.228768	5447.654773	0.017389
2253-GlobalL_GL3_31__YGL106W__HS;1;1;3	2011	8	30	1314662400	8770	9968	18740	0.23489	5305.669978	0.083983
11111__m__HS;2;1;3	2011	8	30	1314662400	2491	2491	3783	1.272981	1014.940771	-2.865166
11111__m__HS;1;2;3	2011	8	30	1314662400	2491	2491	9970	0.177097	7038.497469	0.563259
68__YOR063W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.259065	4810.561906	1.424208
873-ML_M2_34__YHR104W__HS;1;2;3	2011	8	30	1314662400	9970	9970	19941	0.234	5326.399238	0.217235
874-ML_M2_34__YHR163W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.229094	5439.366588	0.01395
875-ML_M2_34__YHR174W__HS;1;2;3	2011	8	30	1314662400	9970	11248	19941	0.233704	5333.131854	2.120318
68__YOR063W__HS;2;2;3	2011	8	30	1314662400	8755	9970	18725	0.236326	5273.429781	1.218921
884-ML_M2_34__YJL137C__HS;1;2;3	2011	8	30	1314662400	11248	11248	22432	0.221208	5617.642875	0.003833
563__MSRFP__HS;1;2;3	2011	8	30	1314662400	8755	11248	19941	0.218425	5690.22929	-0.0015
886-ML_M2_34__YJL216C__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.245714	5071.446687	0.007183
887-ML_M2_34__YJL221C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.261001	4774.881564	0.013855
891-ML_M2_34__YJR159W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.226951	5490.721093	0.00191
893-ML_M2_34__YKL035W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.230718	5401.073348	0.11021
897-ML_M2_34__YKL141W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.226209	5508.740572	0.063708
898-ML_M2_34__YKL148C__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.233125	5345.31098	0.054653
900-ML_M2_34__YKR058W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.228598	5451.15229	0.017889
902-ML_M2_34__YLL041C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.235571	5290.337305	0.247457
906-ML_M2_34__YLR164W__HS;1;2;3	2011	8	30	1314662400	8755	9970	17451	0.276834	4487.471176	0.014323
907-ML_M2_34__YLR258W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.235082	5300.819764	0.093673
909-ML_M2_34__YLR342W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.232521	5359.197946	0.180666
910-ML_M2_34__YLR343W__HS;1;2;3	2011	8	30	1314662400	8755	9970	18725	0.240737	5176.810299	0.037674
911-ML_M2_34__YLR354C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.232273	5365.449787	0.417408
912-ML_M2_34__YLR377C__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.227191	5484.929498	-0.004088
913-ML_M2_36__YML004C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.2346	5312.238569	0.093221
914-ML_M2_34__YML054C__HS;1;2;3	2011	8	30	1314662400	9970	11248	19941	0.22755	5477.374411	-0.001975
917-ML_M2_34__YMR105C__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.242578	5137.007084	0.203758
921-ML_M2_36__YMR303C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.26171	4761.946913	0.032575
922-ML_M2_34__YMR306W__HS;1;2;3	2011	8	30	1314662400	12465	12465	23708	0.23359	5347.926831	0.012572
924-ML_M2_34__YNL037C__HS;1;2;3	2011	8	30	1314662400	12465	12465	23708	0.211238	5913.802438	0.137438
925-ML_M2_34__YNL071W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.230893	5397.523559	0.051142
927-ML_M2_34__YNL241C__HS;1;2;3	2011	8	30	1314662400	9970	14959	21217	0.23144	5399.536157	0.128935
928-ML_M2_34__YNR001C__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.22592	5515.791875	0.31777
930-ML_M2_34__YOL030W__HS;1;2;3	2011	8	30	1314662400	12465	19941	24924	0.207841	5994.483457	0.094281
931-ML_M2_34__YOL056W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.253911	4908.224048	0.026491
932-ML_M2_34__YOL086C__HS;1;2;3	2011	8	30	1314662400	8755	9970	18725	0.245748	5071.259951	1.786577
936-ML_M2_36__YOR095C__HS;1;2;3	2011	8	30	1314662400	8755	9970	18725	0.229926	5420.214211	0.084601
937-ML_M2_34__YOR136W__HS;1;2;3	2011	8	30	1314662400	9970	11248	19941	0.234283	5319.954081	0.266766
938-ML_M2_34__YOR347C__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.226068	5512.17007	0.073875
939-ML_M2_34__YOR374W__HS;1;2;3	2011	8	30	1314662400	9970	13744	22432	0.21263	5860.891953	0.329585
946-ML_M2_34__YPR006C__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.222238	5607.172321	-0.014119
951-ML_M2_34__YPR184W__HS;1;2;3	2011	8	30	1314662400	11248	11248	22432	0.218985	5674.669982	0.005992
958-ML_M2_34__YNL318C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.254849	4890.148938	0.000018
959-ML_M2_34__YOL156W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.251011	4964.920345	-0.004933
964-ML_M2_34__YBR244W__HS;1;2;3	2011	8	30	1314662400	9970	11248	19941	0.239185	5210.920235	0.015303
881-ML_M2_35__YJL045W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.234186	5321.615031	-0.003265
890-ML_M2_35__YJR051W__HS;1;2;3	2011	8	30	1314662400	8755	12465	19941	0.234452	5301.240685	0.03328
895-ML_M2_35__YKL085W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.229344	5433.978027	0.224461
904-ML_M2_35__YLR134W__HS;1;2;3	2011	8	30	1314662400	8755	13744	19941	0.223808	5553.368673	0.014291
915-ML_M2_35__YML100W__HS;1;2;3	2011	8	30	1314662400	8755	9970	18725	0.238904	5216.528883	0.509348
916-ML_M2_35__YMR083W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.247818	5028.885506	0.236102
919-ML_M2_35__YMR215W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.230691	5401.694824	0.083656
926-ML_M2_35__YNL117W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.248291	5019.304755	-0.007862
933-ML_M2_35__YOL126C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.242644	5136.1297	0.263087
934-ML_M2_35__YOL132W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.238819	5218.379535	-0.003669
941-ML_M2_35__YPL061W__HS;1;2;3	2011	8	30	1314662400	8755	9970	17451	0.249993	4969.285389	0.668448
954-ML_M2_35__YDR536W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.232793	5353.47274	0.001945
955-ML_M2_35__YFL011W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.226732	5496.031273	-0.003172
956-ML_M2_35__YJL219W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.244731	5091.815069	0.000375
1062-ML_M4_34__YOR180C__HS;1;2;3	2011	8	30	1314662400	8755	9970	17451	0.255935	4853.905516	0.031785
1063-ML_M4_34__YOR332W__HS;1;2;3	2011	8	30	1314662400	8755	9970	18725	0.241993	5149.946261	0.041484
1064-ML_M4_34__YOR377W__HS;1;2;3	2011	8	30	1314662400	12465	12465	23708	0.246357	5070.771963	0.030428
1065-ML_M4_34__YPL078C__HS;1;2;3	2011	8	30	1314662400	11248	11248	22432	0.218949	5675.611011	0.103967
1066-ML_M4_34__YPL231W__HS;1;2;3	2011	8	30	1314662400	8755	8755	18725	0.210478	5921.040764	0.259484
1067-ML_M4_34__YPL244C__HS;1;2;3	2011	8	30	1314662400	9970	11248	19941	0.227278	5483.927923	-0.010466
1069-ML_M4_34__YPR020W__HS;1;2;3	2011	8	30	1314662400	8755	9970	18725	0.232201	5367.12317	0.063449
1071-ML_M4_34__YPR191W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.247362	5038.161718	0.222655
1073-ML_M4_34__YFR033C__HS;1;2;3	2011	8	30	1314662400	9970	9970	19941	0.238823	5218.819483	0.098856
1076-ML_M4_36__YDL245C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.24814	5022.359639	-0.005248
1078-ML_M4_34__YMR145C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.251285	4959.514031	0.166717
1079-ML_M4_34__YJL214W__HS;1;2;3	2011	8	30	1314662400	8755	9970	18725	0.223098	5586.100796	-0.007428
1081-ML_M4_34__YLR174W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.228638	5450.198338	-0.00141
1083-ML_M4_34__YHR026W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.231277	5388.560788	0.086578
1085-ML_M4_36__YIR032C__HS;1;2;3	2011	8	30	1314662400	12465	16237	24924	0.210036	5931.846849	0.009188
1086-ML_M4_34__YGL063W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.252758	4930.604223	0.00056
1087-ML_M4_34__YJL166W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.223407	5577.825387	0.10412
1088-ML_M4_34__YMR189W__HS;1;2;3	2011	8	30	1314662400	8755	9970	17451	0.250595	4957.335602	0.089164
1089-ML_M4_36__YGR012W__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.249946	4986.086738	0.025412
1091-ML_M4_34__YBR249C__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.23111	5391.921894	0.210451
1092-ML_M4_34__YIL107C__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.228147	5461.948736	0.010856
1093-ML_M4_34__YML081C-A__HS;1;2;3	2011	8	30	1314662400	9970	12465	21217	0.216578	5770.044064	0.08299
1096-ML_M4_34__YGL205W__HS;1;2;3	2011	8	30	1314662400	12465	13744	24924	0.209104	5958.289971	0.003417
1097-ML_M4_34__YOL077W-A__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.22955	5428.560078	0.091502
1102-ML_M4_34__YDR377W__HS;1;2;3	2011	8	30	1314662400	11248	11248	21217	0.234301	5318.483213	0.099961
1104-ML_M4_34__YBR011C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.232084	5369.828779	0.107555
1105-ML_M4_35__YKL026C__HS;1;2;3	2011	8	30	1314662400	8755	9970	18725	0.233481	5337.69327	0.013452
1106-ML_M4_34__YPL212C__HS;1;2;3	2011	8	30	1314662400	8755	11248	18725	0.230483	5407.128455	0.134969
1109-ML_M4_34__YDR529C__HS;1;2;3	2011	8	30	1314662400	8755	9970	18725	0.222325	5605.523008	0.25936
1115-ML_M4_34__YPL091W__HS;1;2;3	2011	8	30	1314662400	9970	12465	21217	0.223952	5580.060388	0.008146
1116-ML_M4_34__YHR001W-A__HS;1;2;3	2011	8	30	1314662400	8755	19941	21217	0.215646	5778.913056	0.0694
563__MSRFP__HS;2;2;3	2011	8	30	1314662400	9970	11248	19941	0.23365	5334.362608	0.000868
1120-ML_M4_34__YDR343C__HS;1;2;3	2011	8	30	1314662400	11248	11248	22432	0.219717	5655.769226	0.071747
1121-ML_M4_34__YMR011W__HS;1;2;3	2011	8	30	1314662400	9970	11248	19941	0.243057	5127.903554	0.127868
68__YOR063W__HS;3;2;3	2011	8	30	1314662400	11248	11248	21217	0.227662	5473.573149	1.097952
68__YOR063W__HS;4;2;3	2011	8	30	1314662400	9970	11248	19941	0.229643	5427.451277	1.209078
564__MSYFP__HS;1;2;3	2011	8	30	1314662400	11248	11248	22432	0.221643	5606.609221	-0.002277
564__MSYFP__HS;2;2;3	2011	8	30	1314662400	8755	11248	18725	0.234025	5325.281475	-0.007567
11111__m__HS;2;2;3	2011	8	30	1314662400	2491	2491	9970	0.177097	7038.497469	-0.28169
11111__m__HS;1;3;3	2011	8	30	1314662400	2493	2493	16224	0.07179	17387.83943	0.794664
563__MSRFP__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.22804	5463.953689	0
2054-GlobalL_GL1_31__YBL002W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.24127	5164.347352	0.518871
2056-GlobalL_GL1_31__YBR009C__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.225848	5516.44299	0.591589
2057-GlobalL_GL1_31__YBR010W__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.229055	5440.836374	0.878094
2058-GlobalL_GL1_31__YNL030W__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.223921	5565.584213	0.937103
2059-GlobalL_GL1_31__YNL031C__HS;1;3;3	2011	8	30	1314662400	9974	11237	21204	0.219609	5681.804533	0.834851
2062-GlobalL_GL1_31__YDR224C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.228093	5463.786316	0.468544
2063-GlobalL_GL1_31__YDR225W__HS;1;3;3	2011	8	30	1314662400	8742	9974	17453	0.260124	4783.98168	0.807026
564__MSYFP__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.241635	5157.581078	0.006804
2065-GlobalL_GL1_31__YJR063W__HS;1;3;3	2011	8	30	1314662400	7480	9974	17453	0.243271	5124.424756	0.163878
2066-GlobalL_GL1_31__YNL248C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.240153	5189.40436	0.095296
2067-GlobalL_GL1_31__YOR210W__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.231711	5376.852837	0.164913
2068-GlobalL_GL1_31__YOR224C__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.219802	5668.727355	0.089126
2069-GlobalL_GL1_31__YBR154C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.214434	5811.804416	0.138324
2070-GlobalL_GL1_31__YPR110C__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.239095	5211.324267	0.104551
2072-GlobalL_GL1_31__YOR151C__HS;1;3;3	2011	8	30	1314662400	7480	9974	16224	0.262941	4750.658524	0.183626
2073-GlobalL_GL1_31__YJL140W__HS;1;3;3	2011	8	30	1314662400	8742	9974	17453	0.252063	4936.973331	0.099296
68__YOR063W__HS;1;3;3	2011	8	30	1314662400	7480	9974	17453	0.241138	5169.752437	1.399703
2074-GlobalL_GL1_31__YDL108W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.229034	5440.229731	0.003224
2076-GlobalL_GL1_31__YDR460W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.21673	5749.098381	0.03929
2077-GlobalL_GL1_31__YGR116W__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.22845	5455.235389	0.038446
2078-GlobalL_GL1_31__YKL160W__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.222699	5594.434623	0.045708
2079-GlobalL_GL1_31__YMR236W__HS;1;3;3	2011	8	30	1314662400	11237	11237	22434	0.221016	5629.04253	0.042822
2080-GlobalL_GL1_31__YML069W__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.242991	5128.790641	0.072154
2081-GlobalL_GL1_31__YPL129W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.24186	5151.741896	0.060713
2082-GlobalL_GL1_31__YBR253W__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.228106	5461.833978	0.012498
68__YOR063W__HS;2;3;3	2011	8	30	1314662400	8742	9974	18712	0.227038	5489.173734	1.205541
2083-GlobalL_GL1_31__YGL025C__HS;1;3;3	2011	8	30	1314662400	11237	11237	22434	0.213552	5825.797783	0.052459
2085-GlobalL_GL1_31__YNL151C__HS;1;3;3	2011	8	30	1314662400	11237	11237	22434	0.216489	5746.762624	0.004862
2086-GlobalL_GL1_31__YOR207C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.210023	5933.871853	0.073488
2087-GlobalL_GL1_31__YDR045C__HS;1;3;3	2011	8	30	1314662400	13731	19942	26187	0.202503	6151.026998	0.046034
2089-GlobalL_GL1_31__YNL039W__HS;1;3;3	2011	8	30	1314662400	8742	9974	17453	0.251244	4953.077238	0.019402
2091-GlobalL_GL1_31__YKR002W__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.239386	5204.456482	0.015805
2093-GlobalL_GL1_31__YPR107C__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.229071	5439.350144	0.009988
2094-GlobalL_GL1_31__YDL111C__HS;1;3;3	2011	8	30	1314662400	8742	9974	17453	0.260555	4776.067544	-0.013908
68__YOR063W__HS;3;3;3	2011	8	30	1314662400	8742	9974	18712	0.224036	5562.711646	1.224215
2095-GlobalL_GL1_31__YGL213C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.230559	5405.34649	0.091602
2097-GlobalL_GL1_31__YOL021C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.224659	5547.304959	0.053404
2099-GlobalL_GL1_31__YER165W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.221634	5621.88733	0.169211
2100-GlobalL_GL1_31__YIL079C__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.236916	5258.721703	0.017068
2101-GlobalL_GL1_31__YLR059C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.23758	5245.591947	0.020419
2102-GlobalL_GL1_31__YNL016W__HS;1;3;3	2011	8	30	1314662400	7480	9974	16224	0.259096	4821.159329	0.174183
2103-GlobalL_GL1_31__YOR185C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.241666	5156.903083	0.048998
2104-GlobalL_GL1_31__YLR293C__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.237322	5249.72992	0.269132
68__YOR063W__HS;4;3;3	2011	8	30	1314662400	8742	9974	18712	0.230494	5406.871049	1.221033
2105-GlobalL_GL1_31__YGR063C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.225718	5521.264781	0.063199
2107-GlobalL_GL1_31__YJL050W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.22812	5462.028392	0.096891
2108-GlobalL_GL1_31__YGL130W__HS;1;3;3	2011	8	30	1314662400	8742	9974	17453	0.263884	4715.821566	0.044439
2110-GlobalL_GL1_31__YBR237W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.238739	5219.094678	0.025224
2111-GlobalL_GL1_31__YGL120C__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.228875	5443.476847	0.069555
2112-GlobalL_GL1_31__YER013W__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.239416	5205.368285	0.046956
2113-GlobalL_GL1_31__YDL084W__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.24169	5154.853704	0.128243
2114-GlobalL_GL1_31__YDL116W__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.234122	5323.068107	0.098754
564__MSYFP__HS;2;3;3	2011	8	30	1314662400	8742	9974	18712	0.226054	5513.072717	-0.012708
2115-GlobalL_GL1_31__YHR170W__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.222732	5593.609509	0.045881
2116-GlobalL_GL1_31__YJL039C__HS;1;3;3	2011	8	30	1314662400	8742	9974	17453	0.259911	4787.907911	0.058703
2117-GlobalL_GL1_31__YJL041W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.235705	5286.268191	0.026525
2118-GlobalL_GL1_31__YGR119C__HS;1;3;3	2011	8	30	1314662400	8742	9974	17453	0.250718	4963.460182	0.022027
2119-GlobalL_GL1_31__YKL057C__HS;1;3;3	2011	8	30	1314662400	8742	9974	17453	0.254962	4880.831404	0.111363
2121-GlobalL_GL1_31__YGR218W__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.222992	5588.766761	0.113604
2122-GlobalL_GL1_31__YKL205W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.21281	5854.980124	0.069379
2124-GlobalL_GL1_31__YER110C__HS;1;3;3	2011	8	30	1314662400	11237	11237	22434	0.216437	5748.153096	0.054048
563__MSRFP__HS;2;3;3	2011	8	30	1314662400	9974	9974	19942	0.224036	5561.594743	0.007161
2125-GlobalL_GL1_31__YBR111W-A__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.237115	5254.834003	0.003844
2127-GlobalL_GL1_31__YGR252W__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.244192	5103.564929	0.056755
2128-GlobalL_GL1_31__YPL047W__HS;1;3;3	2011	8	30	1314662400	8742	9974	17453	0.265361	4689.567568	0.006657
2129-GlobalL_GL1_31__YPL181W__HS;1;3;3	2011	8	30	1314662400	7480	9974	17453	0.240501	5183.454915	0.07673
2130-GlobalL_GL1_31__YPL254W__HS;1;3;3	2011	8	30	1314662400	8742	11237	18712	0.227276	5483.417818	0.035593
2131-GlobalL_GL1_31__YGL066W__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.228533	5453.258425	0.077251
2132-GlobalL_GL1_31__YDR440W__HS;1;3;3	2011	8	30	1314662400	8742	11237	18712	0.227214	5484.910587	0.011289
2133-GlobalL_GL1_31__YEL056W__HS;1;3;3	2011	8	30	1314662400	13731	22434	26187	0.204253	6098.312658	0.047455
2135-GlobalL_GL1_31__YHR119W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.230045	5416.334852	0.062696
2136-GlobalL_GL1_31__YJL076W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.22906	5439.614454	0.022049
2137-GlobalL_GL1_31__YJL081C__HS;1;3;3	2011	8	30	1314662400	7480	9974	16224	0.255442	4890.117658	0.034077
2138-GlobalL_GL1_31__YJL168C__HS;1;3;3	2011	8	30	1314662400	8742	9974	17453	0.24972	4983.2935	0.074945
2139-GlobalL_GL1_31__YJR082C__HS;1;3;3	2011	8	30	1314662400	11237	11237	22434	0.220052	5653.706542	-0.007903
2140-GlobalL_GL1_31__YKR029C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.232069	5370.165557	0.033749
2141-GlobalL_GL1_31__YLR085C__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.22623	5507.117586	0.012865
2142-GlobalL_GL1_31__YMR033W__HS;1;3;3	2011	8	30	1314662400	12468	22434	24926	0.202306	6158.004143	0.062325
2143-GlobalL_GL1_31__YNL021W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.230001	5417.358042	0.070963
2144-GlobalL_GL1_31__YOR244W__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.236753	5262.342134	0.040328
2145-GlobalL_GL1_31__YPL086C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.243315	5121.971699	0.063138
2146-GlobalL_GL1_31__YPL116W__HS;1;3;3	2011	8	30	1314662400	9974	9974	19942	0.235784	5284.488049	0.045856
2147-GlobalL_GL1_31__YPR179C__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.226541	5499.566553	-0.011169
2148-GlobalL_GL1_31__YMR127C__HS;1;3;3	2011	8	30	1314662400	11237	11237	22434	0.220635	5638.784578	0.006098
2055-GlobalL_GL1_32__YBL003C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.224405	5553.56761	0.496596
2060-GlobalL_GL1_32__YOL012C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.223402	5578.510098	0.120816
2061-GlobalL_GL1_32__YPL127C__HS;1;3;3	2011	8	30	1314662400	8742	9974	18712	0.240809	5175.256907	0.11204
2064-GlobalL_GL1_32__YJL148W__HS;1;3;3	2011	8	30	1314662400	11237	11237	22434	0.217284	5725.734792	0.071308
2084-GlobalL_GL1_32__YMR112C__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.226879	5491.358194	-0.002518
2090-GlobalL_GL1_32__YPR186C__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.233199	5342.528856	0.021909
2092-GlobalL_GL1_32__YOL123W__HS;1;3;3	2011	8	30	1314662400	11237	11237	22434	0.217548	5718.789439	0.259428
2123-GlobalL_GL1_32__YER009W__HS;1;3;3	2011	8	30	1314662400	11237	11237	22434	0.218637	5690.308084	0.067094
2134-GlobalL_GL1_33__YGR002C__HS;1;3;3	2011	8	30	1314662400	11237	11237	21204	0.223872	5565.126099	0.058438
11111__m__HS;2;3;3	2011	8	30	1314662400	2493	2493	16224	0.07179	17387.83943	-0.678632
11111__m__HS;1;4;3	2011	8	30	1314662400	2492	2492	38634	-0.022281	-55933.44819	4.970671
563__MSRFP__HS;1;4;3	2011	8	30	1314662400	11220	11220	22432	0.216997	5740.984529	0.003077
2255-GlobalL_GL3_31__YOR326W__HS;1;4;3	2011	8	30	1314662400	8726	9973	18695	0.21958	5675.040508	0.054015
2256-GlobalL_GL3_31__YMR109W__HS;1;4;3	2011	8	30	1314662400	11220	11220	22432	0.219677	5670.963261	0.086219
